,Weight Class,Victory Type (L),Victory Type (S),Winner Score,Loser Score,Winner First Name,Winner Last Name,Winner School (L),Winner School (S),Loser First Name,Loser Last Name,Loser School (L),Loser School (S),Unknown (Seed?),Round,Event Name,Event ID,Event Order (1=newest),Winner Full Name,Loser Full Name
4864,138,Fall,Fall,0,0,Haroutune,Kerjilian,Binghamton-Seton CC,BSCC,Kymani Ezriel,Blackman-Richardson,Union-Endicott Sr HS,UESH,7,Cons. Quarters,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Haroutune Kerjilian,Kymani Ezriel Blackman-Richardson
4865,138,Technical Fall,TF,0,15,Haroutune,Kerjilian,Binghamton-Seton CC,BSCC,Tristan,Rosas,Vestal Sr HS,VSH,7,Cons. Semis,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Haroutune Kerjilian,Tristan Rosas
4866,138,Fall,Fall,0,0,Louie,Menard,Horseheads Sr HS,HSH,Haroutune,Kerjilian,Binghamton-Seton CC,BSCC,7,5th Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Louie Menard,Haroutune Kerjilian
4867,152,Decision,Dec,4,9,Aidan,Ehmke,Binghamton-Seton CC,BSCC,Ty,King,Elmira HS,ELHS,9,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Aidan Ehmke,Ty King
4868,152,Fall,Fall,0,0,Aidan,Ehmke,Binghamton-Seton CC,BSCC,Temer Te,Po,Ithaca Sr HS,ISH,9,Cons. Quarters,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Aidan Ehmke,Temer Te Po
4869,152,Decision,Dec,1,5,Aidan,Ehmke,Binghamton-Seton CC,BSCC,Victor,Arciolla,Chenango Forks HS,CFH,9,Cons. Semis,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Aidan Ehmke,Victor Arciolla
4870,152,Technical Fall,TF,15,0,Aidan,Ehmke,Binghamton-Seton CC,BSCC,Jordan,Matthews,Corning City Schools,CCS,9,5th Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Aidan Ehmke,Jordan Matthews
4871,170,Fall,Fall,0,0,Aiden,Curtis,Johnson City Sr HS,JCSH,Henry,Miller,Binghamton-Seton CC,BSCC,11,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Aiden Curtis,Henry Miller
4872,170,Fall,Fall,0,0,Henry,Miller,Binghamton-Seton CC,BSCC,Collin,Kintner,Vestal Sr HS,VSH,11,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Henry Miller,Collin Kintner
4873,170,Decision,Dec,6,8,Henry,Miller,Binghamton-Seton CC,BSCC,Ethan,Howell,Chenango Forks HS,CFH,11,3rd Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Henry Miller,Ethan Howell
4874,182,Fall,Fall,0,0,Allan,Walker,Horseheads Sr HS,HSH,Christopher,Kovach,Binghamton-Seton CC,BSCC,12,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Allan Walker,Christopher Kovach
4875,182,Decision,Dec,0,4,Christopher,Kovach,Binghamton-Seton CC,BSCC,Carson,Mowry,Chenango Forks HS,CFH,12,Cons. Semis,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Christopher Kovach,Carson Mowry
4876,195,Fall,Fall,0,0,Louis,Kennedy,Binghamton-Seton CC,BSCC,Jeremy,Russell,Ithaca Sr HS,ISH,13,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Louis Kennedy,Jeremy Russell
4877,195,Fall,Fall,0,0,Louis,Kennedy,Binghamton-Seton CC,BSCC,Bradley,Needels,Chenango Forks HS,CFH,13,Cons. Semis,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Louis Kennedy,Bradley Needels
4878,195,Decision,Dec,3,2,Jared,Moore,Horseheads Sr HS,HSH,Louis,Kennedy,Binghamton-Seton CC,BSCC,13,5th Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Jared Moore,Louis Kennedy
4879,220,Fall,Fall,0,0,Caleb,Charles,Binghamton-Seton CC,BSCC,Duane,Allen,Chenango Forks HS,CFH,14,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Caleb Charles,Duane Allen
4880,220,Fall,Fall,0,0,Caleb,Charles,Binghamton-Seton CC,BSCC,John,Robyck,Elmira HS,ELHS,14,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Caleb Charles,John Robyck
4881,220,Fall,Fall,0,0,Caleb,Charles,Binghamton-Seton CC,BSCC,David,Yan,Vestal Sr HS,VSH,14,3rd Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,218,Caleb Charles,David Yan
4882,99,Fall,Fall,0,0,Carmine,Gross,Chenango Forks HS,CFH,Owen,Tournour,Ithaca Sr HS,ISH,1,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Carmine Gross,Owen Tournour
4883,99,Fall,Fall,0,0,Ryan,Massengale,Horseheads Sr HS,HSH,Carmine,Gross,Chenango Forks HS,CFH,1,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Ryan Massengale,Carmine Gross
4884,99,Fall,Fall,0,0,Carmine,Gross,Chenango Forks HS,CFH,Ellie,Brunette,Vestal Sr HS,VSH,1,Cons. Round 1,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Carmine Gross,Ellie Brunette
4885,99,Decision,Dec,5,11,Carmine,Gross,Chenango Forks HS,CFH,Zachary,Stewart,Elmira HS,ELHS,1,3rd Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Carmine Gross,Zachary Stewart
4886,106,Fall,Fall,0,0,Cody,Dale,Horseheads Sr HS,HSH,Tyler,Ferrara,Chenango Forks HS,CFH,2,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Cody Dale,Tyler Ferrara
4887,106,Fall,Fall,0,0,Robert,Gerdus,Johnson City Sr HS,JCSH,Tyler,Ferrara,Chenango Forks HS,CFH,2,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Robert Gerdus,Tyler Ferrara
4888,113,Fall,Fall,0,0,Dylan,Eggleston,Chenango Forks HS,CFH,Chris,Biloski,Ithaca Sr HS,ISH,3,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Dylan Eggleston,Chris Biloski
4889,113,Decision,Dec,12,9,Cael,Owen,Horseheads Sr HS,HSH,Dylan,Eggleston,Chenango Forks HS,CFH,3,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Cael Owen,Dylan Eggleston
4890,113,Fall,Fall,0,0,Dylan,Eggleston,Chenango Forks HS,CFH,Blake,Force,Elmira HS,ELHS,3,Cons. Round 1,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Dylan Eggleston,Blake Force
4891,113,Fall,Fall,0,0,Dylan,Eggleston,Chenango Forks HS,CFH,Ryan,Fimbres,Vestal Sr HS,VSH,3,3rd Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Dylan Eggleston,Ryan Fimbres
4892,120,Decision,Dec,5,0,Dylan,Furman,Chenango Forks HS,CFH,Dylan,Roberts,Union-Endicott Sr HS,UESH,4,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Dylan Furman,Dylan Roberts
4893,120,Fall,Fall,0,0,Dante,Rigal,Johnson City Sr HS,JCSH,Dylan,Furman,Chenango Forks HS,CFH,4,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Dante Rigal,Dylan Furman
4894,120,Decision,Dec,7,2,Dylan,Furman,Chenango Forks HS,CFH,Kaiden,Smith,Corning City Schools,CCS,4,Cons. Round 1,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Dylan Furman,Kaiden Smith
4895,120,Decision,Dec,1,3,Dylan,Furman,Chenango Forks HS,CFH,Mason,Cardinale,Elmira HS,ELHS,4,3rd Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Dylan Furman,Mason Cardinale
4896,126,Fall,Fall,0,0,Cooper,Rice,Chenango Forks HS,CFH,Jeffrey,Faucher,Union-Endicott Sr HS,UESH,5,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Cooper Rice,Jeffrey Faucher
4897,126,Fall,Fall,0,0,Cooper,Rice,Chenango Forks HS,CFH,Peter,Sacco,Vestal Sr HS,VSH,5,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Cooper Rice,Peter Sacco
4898,126,Decision,Dec,7,11,Cooper,Rice,Chenango Forks HS,CFH,Daniel,Parker,Ithaca Sr HS,ISH,5,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Cooper Rice,Daniel Parker
4899,132,Fall,Fall,0,0,Stanislav,Kolodych,Chenango Forks HS,CFH,Liam,Cody,Vestal Sr HS,VSH,6,Champ. Round 1,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Stanislav Kolodych,Liam Cody
4900,132,Decision,Dec,9,6,Johnny,Walker,Binghamton-Seton CC,BSCC,Stanislav,Kolodych,Chenango Forks HS,CFH,6,Cons. 1st,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Johnny Walker,Stanislav Kolodych
4901,138,Fall,Fall,0,0,Logan,Gumble,Chenango Forks HS,CFH,Tristan,Rosas,Vestal Sr HS,VSH,7,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Logan Gumble,Tristan Rosas
4902,138,Decision,Dec,0,2,Logan,Gumble,Chenango Forks HS,CFH,Chase,Daudelin,Corning City Schools,CCS,7,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Logan Gumble,Chase Daudelin
4903,145,Fall,Fall,0,0,Zander,Arnold,Chenango Forks HS,CFH,Cole,Simkin-Boyar,Ithaca Sr HS,ISH,8,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Zander Arnold,Cole Simkin-Boyar
4904,145,Decision,Dec,9,4,Serfino,Menard,Horseheads Sr HS,HSH,Zander,Arnold,Chenango Forks HS,CFH,8,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Serfino Menard,Zander Arnold
4905,145,Major Decision,MD,9,1,Zander,Arnold,Chenango Forks HS,CFH,Co-De,Petticrew,Vestal Sr HS,VSH,8,Cons. Round 1,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Zander Arnold,Co-De Petticrew
4906,152,Decision,Dec,1,5,Aidan,Ehmke,Binghamton-Seton CC,BSCC,Victor,Arciolla,Chenango Forks HS,CFH,9,Cons. Semis,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Aidan Ehmke,Victor Arciolla
4907,160,Fall,Fall,0,0,Aidyn,Ramondino,Johnson City Sr HS,JCSH,Lee,Abbey,Chenango Forks HS,CFH,10,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Aidyn Ramondino,Lee Abbey
4908,160,Fall,Fall,0,0,Jarrett,O`Connell,Horseheads Sr HS,HSH,Lee,Abbey,Chenango Forks HS,CFH,10,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Jarrett O`Connell,Lee Abbey
4909,170,Fall,Fall,0,0,Jack,Massengale,Horseheads Sr HS,HSH,Ethan,Howell,Chenango Forks HS,CFH,11,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Jack Massengale,Ethan Howell
4910,170,Fall,Fall,0,0,Aiden,Curtis,Johnson City Sr HS,JCSH,Ethan,Howell,Chenango Forks HS,CFH,11,Cons. Semis,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Aiden Curtis,Ethan Howell
4911,170,Decision,Dec,6,8,Henry,Miller,Binghamton-Seton CC,BSCC,Ethan,Howell,Chenango Forks HS,CFH,11,3rd Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Henry Miller,Ethan Howell
4912,182,Fall,Fall,0,0,Zachary,Kmieciak,Johnson City Sr HS,JCSH,Carson,Mowry,Chenango Forks HS,CFH,12,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Zachary Kmieciak,Carson Mowry
4913,182,Decision,Dec,0,4,Christopher,Kovach,Binghamton-Seton CC,BSCC,Carson,Mowry,Chenango Forks HS,CFH,12,Cons. Semis,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Christopher Kovach,Carson Mowry
4914,182,Fall,Fall,0,0,Zachary,Kmieciak,Johnson City Sr HS,JCSH,Carson,Mowry,Chenango Forks HS,CFH,12,3rd Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Zachary Kmieciak,Carson Mowry
4915,195,Fall,Fall,0,0,Isaiah,Colon,Elmira HS,ELHS,Bradley,Needels,Chenango Forks HS,CFH,13,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Isaiah Colon,Bradley Needels
4916,195,Fall,Fall,0,0,Louis,Kennedy,Binghamton-Seton CC,BSCC,Bradley,Needels,Chenango Forks HS,CFH,13,Cons. Semis,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Louis Kennedy,Bradley Needels
4917,220,Fall,Fall,0,0,Caleb,Charles,Binghamton-Seton CC,BSCC,Duane,Allen,Chenango Forks HS,CFH,14,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Caleb Charles,Duane Allen
4918,285,Fall,Fall,0,0,Lucas,Scott,Chenango Forks HS,CFH,Peter,Abashian,Vestal Sr HS,VSH,15,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Lucas Scott,Peter Abashian
4919,285,Fall,Fall,0,0,Cobey,Breeze,Johnson City Sr HS,JCSH,Lucas,Scott,Chenango Forks HS,CFH,15,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,219,Cobey Breeze,Lucas Scott
4920,106,Fall,Fall,0,0,Robert,Gerdus,Johnson City Sr HS,JCSH,Riley,Walker,Corning City Schools,CCS,2,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,220,Robert Gerdus,Riley Walker
4921,106,Fall,Fall,0,0,Cody,Dale,Horseheads Sr HS,HSH,Riley,Walker,Corning City Schools,CCS,2,3rd Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,220,Cody Dale,Riley Walker
4922,120,Fall,Fall,0,0,Zach,Levey,Horseheads Sr HS,HSH,Kaiden,Smith,Corning City Schools,CCS,4,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,220,Zach Levey,Kaiden Smith
4923,120,Decision,Dec,7,2,Dylan,Furman,Chenango Forks HS,CFH,Kaiden,Smith,Corning City Schools,CCS,4,Cons. Round 1,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,220,Dylan Furman,Kaiden Smith
4924,120,Fall,Fall,0,0,Dante,Rigal,Johnson City Sr HS,JCSH,Taylor,Allyn,Corning City Schools,CCS,4,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,220,Dante Rigal,Taylor Allyn
4925,132,Technical Fall,TF,2,17,Calum,Houper,Horseheads Sr HS,HSH,Drew,Witham,Corning City Schools,CCS,6,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,220,Calum Houper,Drew Witham
4926,138,Fall,Fall,0,0,Haroutune,Kerjilian,Binghamton-Seton CC,BSCC,Chase,Daudelin,Corning City Schools,CCS,7,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,220,Haroutune Kerjilian,Chase Daudelin
4927,138,Decision,Dec,0,2,Logan,Gumble,Chenango Forks HS,CFH,Chase,Daudelin,Corning City Schools,CCS,7,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,220,Logan Gumble,Chase Daudelin
4928,145,Decision,Dec,6,9,Serfino,Menard,Horseheads Sr HS,HSH,Ethan,Hart,Corning City Schools,CCS,8,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,220,Serfino Menard,Ethan Hart
4929,152,Fall,Fall,0,0,Noah,Buckland,Johnson City Sr HS,JCSH,Jordan,Matthews,Corning City Schools,CCS,9,Cons. Semis,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,220,Noah Buckland,Jordan Matthews
4930,152,Technical Fall,TF,15,0,Aidan,Ehmke,Binghamton-Seton CC,BSCC,Jordan,Matthews,Corning City Schools,CCS,9,5th Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,220,Aidan Ehmke,Jordan Matthews
4931,160,Fall,Fall,0,0,Jarrett,O`Connell,Horseheads Sr HS,HSH,Charles,Loucks,Corning City Schools,CCS,10,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,220,Jarrett O`Connell,Charles Loucks
4932,195,Major Decision,MD,14,2,Isaiah,Colon,Elmira HS,ELHS,Camden,Mcconnel,Corning City Schools,CCS,13,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,220,Isaiah Colon,Camden Mcconnel
4933,120,Fall,Fall,0,0,Zach,Levey,Horseheads Sr HS,HSH,Mason,Cardinale,Elmira HS,ELHS,4,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,221,Zach Levey,Mason Cardinale
4934,132,Fall,Fall,0,0,Finten,Nannery,Johnson City Sr HS,JCSH,Eli,Carpenter,Elmira HS,ELHS,6,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,221,Finten Nannery,Eli Carpenter
4935,132,Decision,Dec,0,5,Patrick,Zara,Johnson City Sr HS,JCSH,Eli,Carpenter,Elmira HS,ELHS,6,3rd Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,221,Patrick Zara,Eli Carpenter
4936,138,Fall,Fall,0,0,Louie,Menard,Horseheads Sr HS,HSH,Lucas,Riley,Elmira HS,ELHS,7,Cons. Semis,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,221,Louie Menard,Lucas Riley
4937,152,Decision,Dec,4,9,Aidan,Ehmke,Binghamton-Seton CC,BSCC,Ty,King,Elmira HS,ELHS,9,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,221,Aidan Ehmke,Ty King
4938,152,Fall,Fall,0,0,Jacob,Scibek,Horseheads Sr HS,HSH,Ty,King,Elmira HS,ELHS,9,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,221,Jacob Scibek,Ty King
4939,195,Fall,Fall,0,0,Jared,Moore,Horseheads Sr HS,HSH,Isaiah,Colon,Elmira HS,ELHS,13,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,221,Jared Moore,Isaiah Colon
4940,195,Fall,Fall,0,0,Isaiah,Colon,Elmira HS,ELHS,Bradley,Needels,Chenango Forks HS,CFH,13,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,221,Isaiah Colon,Bradley Needels
4941,195,Major Decision,MD,14,2,Isaiah,Colon,Elmira HS,ELHS,Camden,Mcconnel,Corning City Schools,CCS,13,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,221,Isaiah Colon,Camden Mcconnel
4942,220,Fall,Fall,0,0,Caleb,Charles,Binghamton-Seton CC,BSCC,John,Robyck,Elmira HS,ELHS,14,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,221,Caleb Charles,John Robyck
4943,220,Decision,Dec,2,8,Gannon,Johnston,Horseheads Sr HS,HSH,John,Robyck,Elmira HS,ELHS,14,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,221,Gannon Johnston,John Robyck
4944,99,Fall,Fall,0,0,Ryan,Massengale,Horseheads Sr HS,HSH,Carmine,Gross,Chenango Forks HS,CFH,1,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Ryan Massengale,Carmine Gross
4945,99,Decision,Dec,6,4,Ryan,Massengale,Horseheads Sr HS,HSH,Dylan,Mollo,Union-Endicott Sr HS,UESH,1,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Ryan Massengale,Dylan Mollo
4946,106,Fall,Fall,0,0,Cody,Dale,Horseheads Sr HS,HSH,Brody,Galyen,Vestal Sr HS,VSH,2,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Cody Dale,Brody Galyen
4947,106,Fall,Fall,0,0,Cody,Dale,Horseheads Sr HS,HSH,Tyler,Ferrara,Chenango Forks HS,CFH,2,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Cody Dale,Tyler Ferrara
4948,106,Fall,Fall,0,0,Cody,Dale,Horseheads Sr HS,HSH,Noah,Kenigson,Ithaca Sr HS,ISH,2,Cons. Semis,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Cody Dale,Noah Kenigson
4949,106,Fall,Fall,0,0,Cody,Dale,Horseheads Sr HS,HSH,Riley,Walker,Corning City Schools,CCS,2,3rd Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Cody Dale,Riley Walker
4950,113,Fall,Fall,0,0,Tommy,Dale,Horseheads Sr HS,HSH,Ryan,Fimbres,Vestal Sr HS,VSH,3,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Tommy Dale,Ryan Fimbres
4951,113,Fall,Fall,0,0,Cael,Owen,Horseheads Sr HS,HSH,Tommy,Dale,Horseheads Sr HS,HSH,3,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Cael Owen,Tommy Dale
4952,113,Decision,Dec,12,9,Cael,Owen,Horseheads Sr HS,HSH,Dylan,Eggleston,Chenango Forks HS,CFH,3,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Cael Owen,Dylan Eggleston
4953,113,Fall,Fall,0,0,Cael,Owen,Horseheads Sr HS,HSH,Tommy,Dale,Horseheads Sr HS,HSH,3,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Cael Owen,Tommy Dale
4954,120,Fall,Fall,0,0,Zach,Levey,Horseheads Sr HS,HSH,Kaiden,Smith,Corning City Schools,CCS,4,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Zach Levey,Kaiden Smith
4955,120,Fall,Fall,0,0,Zach,Levey,Horseheads Sr HS,HSH,Mason,Cardinale,Elmira HS,ELHS,4,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Zach Levey,Mason Cardinale
4956,120,Decision,Dec,2,3,Zach,Levey,Horseheads Sr HS,HSH,Dante,Rigal,Johnson City Sr HS,JCSH,4,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Zach Levey,Dante Rigal
4957,126,Technical Fall,TF,0,17,Nathan,Levey,Horseheads Sr HS,HSH,Constantine,Gehring,Binghamton-Seton CC,BSCC,5,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Nathan Levey,Constantine Gehring
4958,126,Fall,Fall,0,0,Nathan,Levey,Horseheads Sr HS,HSH,Peter,Sacco,Vestal Sr HS,VSH,5,Cons. Semis,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Nathan Levey,Peter Sacco
4959,126,Fall,Fall,0,0,Nathan,Levey,Horseheads Sr HS,HSH,Rilee,Dean,Johnson City Sr HS,JCSH,5,5th Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Nathan Levey,Rilee Dean
4960,132,Fall,Fall,0,0,Calum,Houper,Horseheads Sr HS,HSH,Noah,Kintner,Vestal Sr HS,VSH,6,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Calum Houper,Noah Kintner
4961,132,Fall,Fall,0,0,Calum,Houper,Horseheads Sr HS,HSH,Patrick,Zara,Johnson City Sr HS,JCSH,6,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Calum Houper,Patrick Zara
4962,132,Technical Fall,TF,2,17,Calum,Houper,Horseheads Sr HS,HSH,Drew,Witham,Corning City Schools,CCS,6,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Calum Houper,Drew Witham
4963,138,Decision,Dec,4,9,Louie,Menard,Horseheads Sr HS,HSH,Tristan,Rosas,Vestal Sr HS,VSH,7,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Louie Menard,Tristan Rosas
4964,138,Fall,Fall,0,0,Louie,Menard,Horseheads Sr HS,HSH,Lucas,Riley,Elmira HS,ELHS,7,Cons. Semis,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Louie Menard,Lucas Riley
4965,138,Fall,Fall,0,0,Louie,Menard,Horseheads Sr HS,HSH,Haroutune,Kerjilian,Binghamton-Seton CC,BSCC,7,5th Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Louie Menard,Haroutune Kerjilian
4966,145,Fall,Fall,0,0,Serfino,Menard,Horseheads Sr HS,HSH,Andrew,Warner-Cabeza,Union-Endicott Sr HS,UESH,8,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Serfino Menard,Andrew Warner-Cabeza
4967,145,Decision,Dec,9,4,Serfino,Menard,Horseheads Sr HS,HSH,Zander,Arnold,Chenango Forks HS,CFH,8,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Serfino Menard,Zander Arnold
4968,145,Decision,Dec,6,9,Serfino,Menard,Horseheads Sr HS,HSH,Ethan,Hart,Corning City Schools,CCS,8,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Serfino Menard,Ethan Hart
4969,152,Fall,Fall,0,0,Jacob,Scibek,Horseheads Sr HS,HSH,Temer Te,Po,Ithaca Sr HS,ISH,9,Quarterfinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Jacob Scibek,Temer Te Po
4970,152,Fall,Fall,0,0,Jacob,Scibek,Horseheads Sr HS,HSH,Ty,King,Elmira HS,ELHS,9,Semifinals,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Jacob Scibek,Ty King
4971,152,Fall,Fall,0,0,Jacob,Scibek,Horseheads Sr HS,HSH,Anthony,Policare,Vestal Sr HS,VSH,9,1st Place Match,SECTION 4-D1 WRESTLING CHAMPIONSHIPS,4998182132,222,Jacob Scibek,Anthony Policare
